iter	RMSE
433	0.05588579262
434	0.05588444672
435	0.05588414278
436	0.05588378871
437	0.05588296488
438	0.05588213447
439	0.05588149762
440	0.05588071805
441	0.05588015029
442	0.05587964457
443	0.05587830191
444	0.05587779266
445	0.05587729071
446	0.05587686822
447	0.05587609595
448	0.05587555905
449	0.05587464956
450	0.05587362131
451	0.05587290849
452	0.05587236128
453	0.05587158035
454	0.05587029238
455	0.0558698151
456	0.05586919754
457	0.05586801072
458	0.05586748747
459	0.05586669761
460	0.05586591497
461	0.0558651853
462	0.0558643876
463	0.05586365568
464	0.05586328442
465	0.05586261456
466	0.05586204885
467	0.05586141379
468	0.05586068566
469	0.05585990399
470	0.05585901213
471	0.05585843137
472	0.05585675614
473	0.05585602878
474	0.05585547467
475	0.05585511748
476	0.05585438166
477	0.05585357685
478	0.05585305626
479	0.05585247295
480	0.05585205055
481	0.05585152946
482	0.0558509239
483	0.05584850076
484	0.05584790408
485	0.05584733931
486	0.05584682908
487	0.05584565446
488	0.0558447337
489	0.05584408371
490	0.0558433345
491	0.05584255813
492	0.05584171465
493	0.05584069219
494	0.05584019138
495	0.05583606489
496	0.05583546961
497	0.05583476861
498	0.05583422392
499	0.05583320321
500	0.05583258749
501	0.05583086955
502	0.05583031943
503	0.0558296912
504	0.05582862846
505	0.05582715336
506	0.05582654449
507	0.05582588468
508	0.05582493995
509	0.05582441598
510	0.05582378453
511	0.05582326683
512	0.05582284026
513	0.05582247008
514	0.05582166237
515	0.05582102468
516	0.05581908058
517	0.05581868798
518	0.05581822626
519	0.05581752842
520	0.05581712556
521	0.05581654488
522	0.05581603455
523	0.05581561144
524	0.05581486093
525	0.05581441626
526	0.05581385312
527	0.05581321246
528	0.0558127533
529	0.05581197804
530	0.05581093927
531	0.05581015403
532	0.05580945989
533	0.05580863868
534	0.05580790337
535	0.05580743882
536	0.05580492881
537	0.05580439185
538	0.05580397781
539	0.05580334978
540	0.05580271033
541	0.05580196666
542	0.0558013766
543	0.05580009128
544	0.05579732158
545	0.05579658565
546	0.05579591125
547	0.05579531481
548	0.05579355204
549	0.05579277606
550	0.05579244098
551	0.05579204218
552	0.05579175415
553	0.05579121044
554	0.0557907784
555	0.05579053282
556	0.05579001313
557	0.05578947958
558	0.05578878488
559	0.05578833505
560	0.05578778832
561	0.05578732326
562	0.05578681516
563	0.05578580726
564	0.05578515629
565	0.05578479479
566	0.05578419744
567	0.05578362632
568	0.0557830865
569	0.05578157236
570	0.05578094655
571	0.05578044
572	0.05578004345
573	0.05577936849
574	0.05577797817
575	0.05577725313
576	0.05577679302
577	0.05577633517
578	0.05577578066
579	0.05577512624
580	0.05577470643
581	0.05577424911
582	0.05577389214
583	0.0557732466
584	0.05577204098
585	0.05577170462
586	0.05577079224
587	0.05577026578
588	0.05576997768
589	0.05576901946
590	0.05576877108
591	0.05576816239
592	0.05576762957
593	0.05576684985
594	0.05576631455
595	0.05576568595
596	0.05576532803
597	0.05576479558
598	0.05576392682
599	0.05576350845
600	0.05576282531
601	0.05576215036
602	0.05576181333
603	0.05576100886
604	0.05576055545
605	0.0557601005
606	0.05575967946
607	0.05575934154
608	0.0557585306
609	0.05575833449
610	0.05575784733
611	0.05575730162
612	0.05575658388
613	0.05575605324
614	0.05575525778
615	0.05575481445
616	0.05575395499
617	0.05575345047
618	0.05575288547
619	0.05575215561
620	0.05575146616
621	0.05575081899
622	0.0557501763
623	0.05574953923
624	0.05574819279
625	0.05574791657
626	0.05574742779
627	0.0557462329
628	0.05574545304
629	0.05574502583
630	0.05574443524
631	0.05574384841
632	0.05574324864
633	0.05574266489
634	0.05574188862
635	0.05574165637
636	0.05574129132
637	0.05574105581
638	0.05574049358
639	0.05573989021
640	0.05573945534
641	0.05573913945
642	0.05573857672
643	0.05573785077
644	0.05573716034
645	0.05573631891
646	0.05573551479
647	0.05573509949
648	0.05573468489
649	0.05573407861
650	0.05573375361
651	0.05573330316
652	0.05573271294
653	0.05573250061
654	0.05573203031
655	0.05573058491
656	0.05572773103
657	0.05572741393
658	0.05572706304
659	0.05572665871
660	0.05572582931
661	0.0557252137
662	0.05572423483
663	0.05572321813
664	0.05572221518
665	0.05572190515
666	0.05572140359
667	0.05572096683
668	0.05572052135
669	0.0557199765
670	0.05571914121
671	0.05571883948
672	0.055718462
673	0.0557176838
674	0.05571711569
675	0.05571675955
676	0.0557165958
677	0.05571610276
678	0.05571554927
679	0.05571515244
680	0.05571473034
681	0.05571423224
682	0.05571359628
683	0.05571302488
684	0.05571221591
685	0.0557118299
686	0.05571119072
687	0.05571081601
688	0.05571041552
689	0.05570997675
690	0.05570940859
691	0.05570896827
692	0.05570641703
693	0.05570554946
694	0.05570503182
695	0.05570405693
696	0.05570369253
697	0.05570334437
698	0.05570232447
699	0.05570207535
700	0.05570156161
701	0.05570119408
702	0.05570071078
703	0.05570009418
704	0.05569989084
705	0.05569947076
706	0.05569910649
707	0.05569876734
708	0.05569817043
709	0.05569773678
710	0.05569734699
711	0.05569696995
712	0.05569661812
713	0.05569615763
714	0.05569585217
715	0.05569518913
716	0.05569469078
717	0.05569441435
718	0.05569411215
719	0.0556937463
720	0.05569335679
721	0.05569058298
722	0.05568992093
723	0.05568946668
724	0.05568919659
725	0.05568879562
726	0.05568823072
727	0.05568720285
728	0.0556864293
729	0.05568601079
730	0.05568532258
731	0.05568466798
732	0.0556841184
733	0.05568387764
734	0.05568341161
735	0.05568297302
736	0.05568228574
737	0.05568185634
738	0.05568151581
739	0.055680693
740	0.05568010168
741	0.05567973057
742	0.05567948694
743	0.05567918393
744	0.05567882188
745	0.05567834798
746	0.05567784903
747	0.05567745023
748	0.0556770991
749	0.05567650788
750	0.05567562352
751	0.05567522994
752	0.0556748613
753	0.05567460677
754	0.0556734862
755	0.0556728471
756	0.05567229562
757	0.055671892
758	0.05567138047
759	0.05567076712
760	0.05567055124
761	0.0556699804
762	0.05566959827
763	0.05566919502
764	0.05566847424
765	0.05566820733
766	0.05566747524
767	0.0556669569
768	0.05566676735
769	0.0556664597
770	0.05566614844
771	0.05566577412
772	0.05566541079
773	0.05566510234
774	0.05566487487
775	0.05566447664
776	0.05566392052
777	0.05566351378
778	0.0556629467
779	0.05566258507
780	0.05566209142
781	0.05566161363
782	0.05566123426
783	0.05566054851
784	0.0556578803
785	0.05565754715
786	0.0556570591
787	0.0556563114
788	0.05565552626
789	0.05565515669
790	0.05565484789
791	0.05565413907
792	0.05565386709
793	0.05565341953
794	0.05565315316
795	0.05565248115
796	0.05565205776
797	0.0556516143
798	0.0556512206
799	0.05565082296
800	0.05565040837
801	0.05564981536
802	0.0556496247
803	0.0556491827
804	0.05564832925
805	0.05564774257
806	0.05564731962
807	0.05564694574
808	0.0556464734
809	0.05564576255
810	0.0556454829
811	0.05564514284
812	0.05564468569
813	0.05564424201
814	0.0556440448
815	0.05564318682
816	0.05564302905
817	0.05564257656
818	0.05564208217
819	0.0556412499
820	0.05564109351
821	0.05564087683
822	0.05564000092
823	0.05563956468
824	0.05563919582
825	0.05563849601
826	0.05563815936
827	0.05563749381
828	0.05563714526
829	0.05563657785
830	0.0556359954
831	0.0556355419
832	0.05563518417
833	0.05563466571
834	0.05563396184
835	0.05563373347
836	0.05563334124
837	0.05563291802
838	0.05563256325
839	0.05563196945
840	0.05563157951
841	0.05563094008
842	0.05563057002
843	0.05563038885
844	0.0556299847
845	0.05562978096
846	0.05562942739
847	0.05562883535
848	0.05562829069
849	0.05562792272
850	0.05562763644
851	0.05562710179
852	0.0556264848
853	0.05562603093
854	0.05562559026
855	0.055625029
856	0.05562452534
857	0.05562413186
858	0.05562393366
859	0.05562316191
860	0.05562250085
861	0.05562225451
862	0.05562176382
863	0.05562154387
864	0.05562108607
865	0.0556205775
866	0.05562038725
867	0.05561997864
868	0.05561974847
869	0.05561923846
870	0.05561892488
871	0.0556182867
872	0.05561780052
873	0.05561750712
874	0.05561705533
875	0.05561657221
876	0.0556160697
877	0.05561526709
878	0.05561468828
879	0.05561423175
880	0.05561388409
881	0.05561367435
882	0.05561318007
883	0.05561287437
884	0.05561224115
885	0.05561181019
886	0.05561114095
887	0.05561079474
888	0.05561024991
889	0.05561012847
890	0.0556096414
891	0.0556090386
892	0.0556084446
893	0.05560819654
894	0.05560785189
895	0.05560754372
896	0.05560713439
897	0.05560690468
898	0.05560645011
899	0.05560576447
900	0.05560518841
901	0.05560452228
902	0.05560423517
903	0.0556040034
904	0.05560335776
905	0.05560301017
906	0.05560265582
907	0.05560225162
908	0.05560188731
909	0.05560154975
910	0.05560088338
911	0.05560057945
912	0.05559997545
913	0.055599672
914	0.05559944908
915	0.05559903896
916	0.05559861082
917	0.05559824903
918	0.05559808491
919	0.05559761296
920	0.05559723926
921	0.0555967731
922	0.05559607857
923	0.05559545013
924	0.05559502756
925	0.0555948567
926	0.05559450802
927	0.05559413229
928	0.05559392227
929	0.05559345519
930	0.05559324018
931	0.05559271658
932	0.0555921341
933	0.05559147294
934	0.05559104066
935	0.05559058295
936	0.05559040813
937	0.05559010708
938	0.05558991996
939	0.05558938291
940	0.05558880941
941	0.05558844441
942	0.05558791905
943	0.05558721251
944	0.05558666734
945	0.05558628668
946	0.05558608652
947	0.05558587533
948	0.05558543415
949	0.05558507773
950	0.05558442848
951	0.05558431485
952	0.05558421416
953	0.05558365333
954	0.05558317924
955	0.0555828946
956	0.0555825881
957	0.0555820582
958	0.05558161034
959	0.05558099988
960	0.05558052612
961	0.05558003006
962	0.05557953366
963	0.05557938783
964	0.0555789621
965	0.0555785
966	0.05557783925
967	0.0555774361
968	0.05557712832
969	0.05557659731
970	0.05557611604
971	0.05557566732
972	0.05557511479
973	0.05557485218
974	0.05557450165
975	0.05557382177
976	0.05557339915
977	0.05557312819
978	0.05557254617
979	0.0555719557
980	0.05557161146
981	0.05557111507
982	0.05557056116
983	0.0555700859
984	0.05556955277
985	0.05556917831
986	0.0555688631
987	0.05556858251
988	0.0555681166
989	0.05556761604
990	0.05556735457
991	0.05556709897
992	0.05556646981
993	0.05556600031
994	0.05556559358
995	0.05556525046
996	0.05556488042
997	0.05556456264
998	0.05556415843
999	0.05556395537
